OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,month
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901037,2009-03-16,14:00:00,EDT,USGS-01474010,NWIS-35279060,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901067,2009-05-21,12:00:00,EDT,USGS-01474010,NWIS-35284188,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901878,2009-07-14,10:00:00,EDT,USGS-01474010,NWIS-39509288,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802378,2008-06-26,10:00:00,EDT,USGS-01480930,NWIS-98309460,,,,Cryptosporidium,,0,oocyst/10L,,Preliminary,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802379,2008-08-18,10:00:00,EDT,USGS-01480930,NWIS-98309451,,,,Cryptosporidium,,0,oocyst/10L,,Preliminary,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702425,2007-04-30,13:00:00,EDT,USGS-01516750,NWIS-102864620,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702426,2007-06-27,8:30:00,EDT,USGS-01516750,NWIS-102529357,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702427,2007-06-27,9:00:00,EDT,USGS-01516750,NWIS-102594528,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702428,2007-08-30,13:00:00,EDT,USGS-01516750,NWIS-102529450,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800512,2007-11-19,12:00:00,EDT,USGS-01516750,NWIS-102868065,,,,Cryptosporidium,,1,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,11
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802369,2008-03-11,13:00:00,EDT,USGS-01516750,NWIS-98250497,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802370,2008-05-29,12:00:00,EDT,USGS-01516750,NWIS-98534180,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802371,2008-07-28,12:00:00,EDT,USGS-01516750,NWIS-71897402,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00900475,2008-10-21,12:00:00,EDT,USGS-01516750,NWIS-98307228,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902099,2009-02-25,13:00:00,EST,USGS-01516750,NWIS-40031322,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902100,2009-04-29,14:00:00,EDT,USGS-01516750,NWIS-40031420,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902101,2009-08-11,14:00:00,EDT,USGS-01516750,NWIS-40045119,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00700706,2007-03-28,12:15:00,EDT,USGS-015400021,NWIS-77911036,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701882,2007-07-11,8:00:00,EDT,USGS-015400021,NWIS-102223323,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701906,2007-09-12,11:00:00,EDT,USGS-015400021,NWIS-65045994,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,9
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800589,2008-02-06,12:00:00,EST,USGS-015400021,NWIS-42997234,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,2
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801533,2008-04-03,11:30:00,EDT,USGS-015400021,NWIS-98800088,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801584,2008-06-10,12:00:00,EDT,USGS-015400021,NWIS-98806010,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802113,2008-08-25,12:30:00,EDT,USGS-015400021,NWIS-101787387,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00900378,2008-11-12,11:30:00,EST,USGS-015400021,NWIS-44215331,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,11
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901318,2009-05-19,12:30:00,EDT,USGS-015400021,NWIS-35308151,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902026,2009-07-08,12:45:00,EDT,USGS-015400021,NWIS-39496471,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701247,2007-04-24,10:45:00,EDT,USGS-01540500,NWIS-65209358,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702040,2007-07-10,10:45:00,EDT,USGS-01540500,NWIS-65066530,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800292,2007-11-29,10:30:00,EST,USGS-01540500,NWIS-33838224,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,11
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800706,2008-03-13,10:00:00,EDT,USGS-01540500,NWIS-43009859,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801569,2008-05-22,10:00:00,EDT,USGS-01540500,NWIS-98477029,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802087,2008-07-30,10:00:00,EDT,USGS-01540500,NWIS-101785179,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00900360,2008-10-21,10:00:00,EDT,USGS-01540500,NWIS-44034538,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901279,2009-03-24,10:30:00,EDT,USGS-01540500,NWIS-35377909,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901319,2009-05-20,10:00:00,EDT,USGS-01540500,NWIS-35467852,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902023,2009-07-06,11:00:00,EDT,USGS-01540500,NWIS-39527934,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701248,2007-04-24,13:30:00,EDT,USGS-01553500,NWIS-64940349,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701287,2007-06-19,10:30:00,EDT,USGS-01553500,NWIS-65214528,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702072,2007-08-23,10:00:00,EDT,USGS-01553500,NWIS-65013527,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800293,2007-11-29,12:30:00,EST,USGS-01553500,NWIS-33838227,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,11
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800707,2008-03-13,12:30:00,EDT,USGS-01553500,NWIS-43185680,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801570,2008-05-22,12:00:00,EDT,USGS-01553500,NWIS-98477182,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802088,2008-07-30,12:00:00,EDT,USGS-01553500,NWIS-101542387,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00900361,2008-10-21,12:30:00,EDT,USGS-01553500,NWIS-44078141,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901280,2009-03-24,12:00:00,EDT,USGS-01553500,NWIS-35464266,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901320,2009-05-20,11:30:00,EDT,USGS-01553500,NWIS-35423772,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902024,2009-07-06,13:30:00,EDT,USGS-01553500,NWIS-39528037,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00700707,2007-03-29,11:00:00,EDT,USGS-01553990,NWIS-95703240,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702038,2007-07-05,12:30:00,EDT,USGS-01553990,NWIS-95366602,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702087,2007-09-25,9:00:00,EDT,USGS-01553990,NWIS-95484700,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,9
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800684,2008-02-21,11:00:00,EST,USGS-01553990,NWIS-95366896,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801538,2008-04-10,11:30:00,EDT,USGS-01553990,NWIS-95367076,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801597,2008-06-26,11:00:00,EDT,USGS-01553990,NWIS-95367188,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00900395,2008-11-24,10:30:00,EST,USGS-01553990,NWIS-95365099,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,11
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901282,2009-03-25,11:00:00,EDT,USGS-01553990,NWIS-95367988,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901317,2009-05-19,10:00:00,EDT,USGS-01553990,NWIS-95709530,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902025,2009-07-08,9:00:00,EDT,USGS-01553990,NWIS-95368193,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00902030,2009-08-18,9:30:00,EDT,USGS-01553990,NWIS-95369789,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800683,2008-02-21,9:45:00,EST,USGS-01555210,NWIS-43196614,,,,Cryptosporidium,,3,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania Department of Environmental Protection,,,,,,,,,,,,,,,NWIS,2
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701241,2007-04-11,11:00:00,EDT,USGS-01562000,NWIS-64997543,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701279,2007-06-07,11:45:00,EDT,USGS-01562000,NWIS-65212620,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702064,2007-08-09,11:30:00,EDT,USGS-01562000,NWIS-65164044,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800280,2007-11-01,10:30:00,EDT,USGS-01562000,NWIS-33838221,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,11
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00800705,2008-03-12,12:00:00,EDT,USGS-01562000,NWIS-43009767,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00801568,2008-05-21,11:30:00,EDT,USGS-01562000,NWIS-98497760,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00802084,2008-07-28,11:00:00,EDT,USGS-01562000,NWIS-101432606,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00900367,2008-10-29,12:00:00,EDT,USGS-01562000,NWIS-44215618,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901276,2009-03-16,11:00:00,EDT,USGS-01562000,NWIS-35420861,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901286,2009-04-08,11:00:00,EDT,USGS-01562000,NWIS-35305135,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00901340,2009-06-30,10:00:00,EDT,USGS-01562000,NWIS-35425923,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701236,2007-04-02,13:00:00,EDT,USGS-01566005,NWIS-65080649,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00701274,2007-06-04,13:30:00,EDT,USGS-01566005,NWIS-64940857,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,6
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.00702065,2007-08-13,12:30:00,EDT,USGS-01566005,NWIS-65164212,,,,Cryptosporidium,,0,oocyst/10L,,Accepted,,Actual,,,,,,,,,,,99599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
